time,Jint,external_work,fracture_energy,kinetic_energy,max_disp_y,preset_ext_power,preset_ext_work,preset_ext_work_p,strain_energy
0,0,0,0,0,0,0,0,0,0
5e-07,-1.3552527156069e-20,0.0074196419423876,0.0059279668895121,0.0013541068394101,5.0864923803828e-05,37502.113861498,0.0098520372468046,0.0093755284653744,0.0039098968332702
1e-06,6.0173220572945e-18,0.026850989509756,0.0059279668895121,0.0074011112632798,0.0001269979552797,23826.4900982,0.024256520855119,0.024707679455299,0.013239116253852
1.5e-06,1.7914543546521e-15,0.041961714296379,0.0059279668895121,0.015321116604899,0.00019411098008781,25031.17489591,0.036825953629201,0.036922095703826,0.020258692227214
2e-06,2.305842691265e-13,0.057755338380395,0.0059279668895121,0.023254576463051,0.00026446009483623,29220.70256266,0.050255004742322,0.050485065068469,0.028297631190301
2.5e-06,1.5517299359509e-11,0.074233593644422,0.0059279668895121,0.031206203912014,0.00033469974999461,24918.055351003,0.063615910022426,0.064019754546884,0.036283781645107
3e-06,6.0806801006072e-10,0.089796711246656,0.0059279668895121,0.039175601267674,0.00040362325784513,27137.176195036,0.076678373628781,0.077033562433394,0.043921674792371
3.5e-06,1.4817812696365e-08,0.10600137136796,0.0059279668895121,0.047160561061315,0.00047394160550544,27043.640019144,0.090091319758223,0.090578766486939,0.051977349662416
4e-06,2.3417200896935e-07,0.12201837485788,0.0059279668895121,0.05516025837574,0.00054339818587474,26141.657755613,0.10332227655021,0.10387509093063,0.059809014661628
4.5e-06,2.4648719647352e-06,0.13794204165485,0.0059279671569411,0.063175299590615,0.00061304221153109,27103.833768708,0.11658916712901,0.11718646381171,0.067678858952811
5e-06,1.7558791927181e-05,0.1540775983013,0.0059279821020167,0.071209913060668,0.00068292642566463,26652.018744249,0.12993203651043,0.13062542693995,0.075624621094369
5.5e-06,8.5359666506646e-05,0.17007741682851,0.0059283963816222,0.079278107169547,0.00075245964694933,26669.305262805,0.14320594477129,0.14395575794171,0.083449298543123
6e-06,0.00028444721987938,0.18613541769468,0.0059351206225083,0.087400265113294,0.00082221801057187,26923.737272294,0.15653446230656,0.15735401857549,0.091280354273201
6.5e-06,0.00065559075598228,0.20223183927814,0.0059941131202534,0.095570152274773,0.00089193245132694,26711.400240445,0.16986692039193,0.17076280295367,0.099055243440153
7e-06,0.0010822287833631,0.21828944522745,0.0062542977970275,0.1037143127511,0.00096158231501988,26841.956179511,0.183192045325,0.18415114205866,0.10672873345894
7.5e-06,0.0014129638848796,0.23439542509538,0.006727619290131,0.11168317008528,0.0010313557952047,26868.360835047,0.19654676848363,0.1975787213123,0.11446702498474
8e-06,0.0017020206221601,0.25050214077683,0.0072137016990735,0.11939385629046,0.0011011856506928,26825.758901696,0.20990037508552,0.21100225124648,0.12240772237153
8.5e-06,0.002032063384791,0.26661386607765,0.0076875856489716,0.12697678907735,0.0011713658281409,26909.587807534,0.22326631041998,0.22443608792379,0.13042938109042
9e-06,0.0023581255233514,0.28275243601175,0.008275856382189,0.13447500883105,0.001242530457019,26913.176749242,0.23665066798204,0.23789177906299,0.13848935791336
9.5e-06,0.0026876655940404,0.29889153102916,0.009134605941392,0.14188082456455,0.0013160770372644,26955.115375595,0.25004895840291,0.2513588520942,0.14633363332447
1e-05,0.0030194566767201,0.31501521514228,0.010257628545181,0.14937681619714,0.0013949729281793,27043.470190085,0.26347931779487,0.26485849848562,0.15373777076523
1.05e-05,0.0033400722849962,0.33101304945853,0.011539830966427,0.15734494473443,0.001484373157081,27140.905806583,0.27695578727341,0.27840459248478,0.16024173285472
1.1e-05,0.0036609696790346,0.34660139643326,0.012977577464329,0.16676585928873,0.001591947692081,27324.323210043,0.29050377356322,0.29202089973894,0.16449619724967
1.15e-05,0.0039742423622223,0.36136406766926,0.01462532802754,0.17933622882563,0.0017268191366349,30089.659816333,0.30416146241386,0.30637439549553,0.16455041620964
1.2e-05,0.0042875022618502,0.37513189392868,0.016475124685865,0.19665697489495,0.0018964320554136,41546.480263485,0.31796425136372,0.32428343051549,0.15939808718002
1.25e-05,0.0046037443563584,0.3886906604485,0.018472364846468,0.21832128567954,0.0021019325842114,51955.599061278,0.33193569374255,0.34765895034668,0.15108623356425
1.3e-05,0.0049286140424693,0.40376047107567,0.020588419140583,0.2411717623628,0.0023343994738476,57444.420065599,0.34606047505885,0.3750089551284,0.14362697932937
1.325e-05,0.0050958465209141,0.41217179165838,0.021694607166109,0.25784217304485,0.0024562468131007,57644.299651333,0.35316546470419,0.38939504509301,0.14083898616067
1.3375e-05,0.0051807373890653,0.41662239398482,0.022258764154984,0.26561361985499,0.002517283840337,56982.726562594,0.35672350572904,0.39655923423138,0.13958801178898
1.3625e-05,0.0053511679707053,0.42603342980938,0.023405148135138,0.27296871950182,0.0026370067270141,54233.235376541,0.36383790066625,0.41046122947378,0.13697106377503
1.375e-05,0.0054359588602872,0.43087072388673,0.02398874300158,0.28071784054841,0.0026951907496174,52380.921480129,0.36739131281048,0.41712461427732,0.1354810524988
1.4e-05,0.005599602241749,0.44063103090535,0.025165160910357,0.28857153743094,0.0028066150274658,48172.826919688,0.37448064116967,0.4296938328273,0.13200840616666
1.4125e-05,0.0056772988924274,0.44546798100231,0.025760614006751,0.29694261369905,0.0028596515202472,46055.739566162,0.37801532541612,0.43558311823266,0.13007124042242
1.4375e-05,0.0058202142236694,0.454851468707,0.026960458017277,0.30522372976703,0.0029604563282651,42548.783613136,0.38506658734848,0.44665868363007,0.12614467190887
1.4875e-05,0.00606935767173,0.47218438003047,0.029374604742529,0.32093545521624,0.0031488044431091,40499.91047699,0.39918017800905,0.46742085715261,0.11954645748684
1.5375e-05,0.0063262295383527,0.48833539958791,0.031754925046938,0.34137123113007,0.0033330817913233,44256.538933294,0.41346759814679,0.48860996950518,0.11425822473648
1.5875e-05,0.0066691506164118,0.50468164452488,0.034016689128852,0.3616470435683,0.0035263963663091,49512.696771376,0.42809867280674,0.51205227843134,0.10907734390784
1.6375e-05,0.0071111406622786,0.5227200405063,0.036060469055578,0.382071032878,0.0037293245774585,51268.057233951,0.44310654231651,0.53724746693268,0.1047504037538
1.6875e-05,0.0076115107360686,0.54221420724512,0.037801080311554,0.40242928449725,0.003933212817105,49299.736479082,0.45841658779421,0.56238941536093,0.10085134121418
1.7375e-05,0.0081717525002494,0.56168340488121,0.039174505470047,0.42354348578162,0.0041320007586382,47440.326160365,0.47398928605726,0.5865744310208,0.096486167972303
1.7875e-05,0.0088299155024719,0.58055731346256,0.040165915979686,0.44572893025843,0.0043282318193398,48253.532405879,0.48989265918246,0.61049789566236,0.091921483531601
1.8125e-05,0.0091889368597815,0.58994518728113,0.040531547967586,0.46346306357671,0.0044272152702182,49516.317783957,0.49799992789571,0.62271912693609,0.08957986903261
1.8625e-05,0.009890875899936,0.60942005579926,0.041088023474296,0.48083766221963,0.0046288439278523,51431.122669138,0.51456990059372,0.64795598704936,0.084922290041659
1.9125e-05,0.010504227903205,0.63003280738864,0.041565647019359,0.50504482855099,0.0048325750271581,51638.438813695,0.5316088179931,0.67372337742007,0.080516157909738
1.9625e-05,0.011074568474805,0.65128320431575,0.042093681710084,0.52957094120428,0.0050361974023039,51392.501969394,0.54916349601696,0.69948111261584,0.076532512968374
2.0125e-05,0.011687959483585,0.67287447355948,0.042749007297398,0.55400392021535,0.005242642681955,52217.154750447,0.56741952763909,0.7253835267958,0.07360555421898
2.0625e-05,0.012324073426936,0.69533194053696,0.043550489956289,0.57796690704889,0.005457200222518,53812.942711813,0.58670412786497,0.75189105116137,0.072303031460686
2.1125e-05,0.012925336159693,0.71944589503465,0.044387669040067,0.60172042864034,0.0056829404836836,55185.139331163,0.60745640128956,0.77914057167211,0.072543199448423
2.1625e-05,0.013511974829188,0.74568733239269,0.045169389277851,0.62630219535444,0.0059216893360797,56401.123761321,0.6302379184339,0.80703713744523,0.073825429087999
2.2125e-05,0.014115922224973,0.7744364356173,0.045975501175986,0.65283614243128,0.0061779795905763,58309.060229978,0.65573350147887,0.83571468344306,0.075963151992105
2.2625e-05,0.014740352988872,0.80639428447806,0.04698408516307,0.6820891837894,0.0064589637220607,62508.311635495,0.68463098235267,0.86591902640942,0.078967695431429
2.3125e-05,0.015433105915719,0.84240960096239,0.048311095958169,0.71458248306298,0.0067705084379463,69817.003118486,0.71736881494609,0.89900035509792,0.082930320648124
2.3625e-05,0.016261746084709,0.88301905978541,0.049931314487594,0.75006224860822,0.0071231219448515,77004.110834155,0.75386045436614,0.93570563358608,0.088641185175324
2.375e-05,0.016494472381833,0.89387914428652,0.050369926310575,0.77371008152184,0.0072143193270334,78560.870927569,0.76352802394442,0.94542844494619,0.090502137912355
